shipment_id,vendor_name,sender,caller,message,fraud_label
SHP-13238,Global Cargo Solutions,billing-ops@outlook-cargo.net,Unknown,Sweepstakes Draw Result: Ticket #33522 won. Claim your cash reward by completing registration form immediately: http://sweepstakes-winner.org,spam
SHP-13239,Delta Freight Systems,+15551032061,+15556960576,Load SHP-SHP-13239 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13240,Sentinel Delivery Systems,+15552047699,+15552000614,Freight schedule check for shipment SHP-SHP-13240. All parameters within compliance. Thank you.,ham
SHP-13241,Horizon Shipping Lines,+15558673707,+15558317344,Freight schedule check for shipment SHP-SHP-13241. All parameters within compliance. Thank you.,ham
SHP-13242,Delta Freight Systems,+15554469681,+15559415479,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13242. Status: In Transit.",ham
SHP-13243,Vanguard Transport,+15559114337,+15557836867,Load SHP-SHP-13243 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13244,Global Cargo Solutions,+15557752669,+15553970123,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13244 with Global Cargo Solutions. Let us know if you need changes.",ham
SHP-13245,Vanguard Transport,+15556112064,+15552823015,Load SHP-SHP-13245 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13246,Apex Logistics Corp,+15559486611,+15553631527,Load SHP-SHP-13246 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13247,Delta Freight Systems,+15552663450,+15559524533,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13248,Delta Freight Systems,+15552062009,+15559864325,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13248. Status: In Transit.",ham
SHP-13249,Horizon Shipping Lines,+15559091290,+15559271307,"Hi, driver John here. Load SHP-SHP-13249 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13250,Vanguard Transport,+15559768556,+15552685290,Urgent operational notice. Driver switch completed for SHP-SHP-13250. Driver ID: CAR-695. Release trailer to carrier license plate 3AZ78 immediately.,spam
SHP-13251,Summit Logistics Inc,+15558836451,+15558459060,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13251 with Summit Logistics Inc. Let us know if you need changes.",ham
SHP-13252,Vanguard Transport,carrier-check@gmail-logistics.com,Unknown,Your package is blocked due to incorrect delivery address details. Confirm your location and pay rescheduling charge of $2.00: http://reschedule-address.net,spam
SHP-13253,Vanguard Transport,+15556014853,+15556871077,Checking trailer temperature for SHP-SHP-13253. Climate control working properly.,ham
SHP-13254,Horizon Shipping Lines,carrier-check@gmail-logistics.com,Unknown,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-13255,Vanguard Transport,+15557450373,+15553865798,Freight schedule check for shipment SHP-SHP-13255. All parameters within compliance. Thank you.,ham
SHP-13256,Cascade Carrier Group,+15556430328,+15558519839,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13256 with Cascade Carrier Group. Let us know if you need changes.",ham
SHP-13257,Delta Freight Systems,+15553726425,+15556761775,Checking trailer temperature for SHP-SHP-13257. Climate control working properly.,ham
SHP-13258,Cascade Carrier Group,+15551151539,+15558454748,Truck inspection completed for SHP-SHP-13258. Trailer seal ID: 77036. Driver heading to route.,ham
SHP-13259,Summit Logistics Inc,+15551377064,+15558466730,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13260,Summit Logistics Inc,+15558097624,+15556108877,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13260. Status: In Transit.",ham
SHP-13261,Global Cargo Solutions,+15559127407,+15551362281,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13262,Sentinel Delivery Systems,+15559355565,+15555276681,"Congratulations customer, you earned 10,000 bonus rewards points. Redeem for cash or travel vouchers at http://loyalty-redeem-exclusive-loyalty.com",spam
SHP-13263,Sentinel Delivery Systems,+15555768531,+15557805310,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13264,Summit Logistics Inc,carrier-check@gmail-logistics.com,Unknown,Courier delivery alert. Package weight discrepancy reported. Pay inspection clearance tax of $10.00 to complete dispatch delivery: http://courier-tax.org,spam
SHP-13265,Summit Logistics Inc,carrier-check@gmail-logistics.com,Unknown,Swift code routing update: Settlement payment for carrier must be completed via bank transfer. Click link to view routing: http://bank-wire-summitlogisticsinc.com,spam
SHP-13266,Cascade Carrier Group,+15559945913,+15552792105,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13267,Vanguard Transport,+15551468996,+15555449671,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13268,Summit Logistics Inc,+15559636401,+15557618586,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13269,Apex Logistics Corp,+15551526788,+15553751906,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13269. Status: In Transit.",ham
SHP-13270,Vanguard Transport,carrier-check@gmail-logistics.com,Unknown,Notice of invoice dispute for SHP-SHP-13270. Payment details changed to new escrow account. Wire funds to holding bank routing 63715916.,spam
SHP-13271,Apex Logistics Corp,carrier-check@gmail-logistics.com,Unknown,Your package is blocked due to incorrect delivery address details. Confirm your location and pay rescheduling charge of $2.00: http://reschedule-address.net,spam
SHP-13272,Summit Logistics Inc,+15551009139,+15554186897,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13272 with Summit Logistics Inc. Let us know if you need changes.",ham
SHP-13273,Apex Logistics Corp,+15554975549,+15558947817,Truck inspection completed for SHP-SHP-13273. Trailer seal ID: 90891. Driver heading to route.,ham
SHP-13274,Summit Logistics Inc,+15556832313,+15557979221,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13274 with Summit Logistics Inc. Let us know if you need changes.",ham
SHP-13275,Delta Freight Systems,+15554571098,+15551770481,"Financial Alert: Updated bank routing and account numbers for Delta Freight Systems billing department. Wire cargo fees to Routing: 16340888, Account: 100678471. Confirm deposit.",spam
SHP-13276,Cascade Carrier Group,+15556970859,+15554410904,Freight schedule check for shipment SHP-SHP-13276. All parameters within compliance. Thank you.,ham
SHP-13277,Apex Logistics Corp,+15555912097,+15552628923,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13278,Sentinel Delivery Systems,+15558353032,+15555935684,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13279,Vanguard Transport,+15559050586,+15551327250,"Hi, driver John here. Load SHP-SHP-13279 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13280,Global Cargo Solutions,+15551585851,+15551523952,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13280. Status: In Transit.",ham
SHP-13281,Global Cargo Solutions,+15557247184,+15553061504,Load SHP-SHP-13281 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13282,Apex Logistics Corp,+15555228949,+15553206651,Truck inspection completed for SHP-SHP-13282. Trailer seal ID: 59716. Driver heading to route.,ham
SHP-13283,Apex Logistics Corp,+15558078969,+15557725470,Truck inspection completed for SHP-SHP-13283. Trailer seal ID: 64950. Driver heading to route.,ham
SHP-13284,Cascade Carrier Group,+15558318019,+15559014254,"Attention Driver: Shipment SHP-SHP-13284 destination modified due to logistical error. Deliver container to yard at 906 Industrial Way, Phoenix, AZ instead. Confirm drops asap.",spam
SHP-13285,Titan Heavy Hauling,+15554090980,+15554033321,Freight schedule check for shipment SHP-SHP-13285. All parameters within compliance. Thank you.,ham
SHP-13286,Global Cargo Solutions,+15554614732,+15555947520,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13287,Horizon Shipping Lines,+15556155691,+15559059779,Truck inspection completed for SHP-SHP-13287. Trailer seal ID: 85392. Driver heading to route.,ham
SHP-13288,Vanguard Transport,+15557247255,+15554738590,Truck inspection completed for SHP-SHP-13288. Trailer seal ID: 62687. Driver heading to route.,ham
SHP-13289,Vanguard Transport,+15559965367,+15554778634,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13289 with Vanguard Transport. Let us know if you need changes.",ham
SHP-13290,Cascade Carrier Group,billing-ops@outlook-cargo.net,Unknown,Free Promo: You received a $500 Amazon Gift Card coupon voucher. Claim your loyalty promotion bonus link: http://promo-amazon-gift.org,spam
SHP-13291,Cascade Carrier Group,+15553788778,+15551945506,Load SHP-SHP-13291 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13292,Apex Logistics Corp,+15554101014,+15552533514,Freight schedule check for shipment SHP-SHP-13292. All parameters within compliance. Thank you.,ham
SHP-13293,Global Cargo Solutions,+15553402268,+15558773126,Invoice submitted for carrier fees for SHP-SHP-13293. Please check credit limit terms.,ham
SHP-13294,Horizon Shipping Lines,+15555133583,+15556813390,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-13295,Sentinel Delivery Systems,+15556447964,+15553868387,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13296,Titan Heavy Hauling,+15556809536,+15553347855,Truck inspection completed for SHP-SHP-13296. Trailer seal ID: 42323. Driver heading to route.,ham
SHP-13297,Cascade Carrier Group,+15556636947,+15551876197,"Broker Alert: Trailer locks on shipment SHP-SHP-13297 are malfunctioning. Driver is instructed to bypass the secondary checkpoint and meet logistics agent at 477 Industrial Way, Phoenix, AZ.",spam
SHP-13298,Sentinel Delivery Systems,+15556176003,+15552556022,"Hi, driver John here. Load SHP-SHP-13298 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13299,Summit Logistics Inc,+15558912402,+15554864146,Truck inspection completed for SHP-SHP-13299. Trailer seal ID: 55290. Driver heading to route.,ham
SHP-13300,Cascade Carrier Group,+15555992280,+15558354467,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13301,Sentinel Delivery Systems,+15558738391,+15552997872,Truck inspection completed for SHP-SHP-13301. Trailer seal ID: 34697. Driver heading to route.,ham
SHP-13302,Cascade Carrier Group,+15554346027,+15555361362,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13303,Summit Logistics Inc,+15551614835,+15556593021,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13304,Delta Freight Systems,+15554728661,+15554275511,Checking trailer temperature for SHP-SHP-13304. Climate control working properly.,ham
SHP-13305,Global Cargo Solutions,+15552151716,+15554372878,Freight schedule check for shipment SHP-SHP-13305. All parameters within compliance. Thank you.,ham
SHP-13306,Delta Freight Systems,+15554057141,+15558165951,Checking trailer temperature for SHP-SHP-13306. Climate control working properly.,ham
SHP-13307,Apex Logistics Corp,+15553937398,+15552146175,Checking trailer temperature for SHP-SHP-13307. Climate control working properly.,ham
SHP-13308,Cascade Carrier Group,+15558972832,+15554293355,Invoice submitted for carrier fees for SHP-SHP-13308. Please check credit limit terms.,ham
SHP-13309,Apex Logistics Corp,+15554086244,+15556301091,Checking trailer temperature for SHP-SHP-13309. Climate control working properly.,ham
SHP-13310,Global Cargo Solutions,+15556129290,+15557855064,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13310 with Global Cargo Solutions. Let us know if you need changes.",ham
SHP-13311,Cascade Carrier Group,+15554798801,+15559097203,Load SHP-SHP-13311 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13312,Sentinel Delivery Systems,billing-ops@outlook-cargo.net,Unknown,Your package is blocked due to incorrect delivery address details. Confirm your location and pay rescheduling charge of $2.00: http://reschedule-address.net,spam
SHP-13313,Horizon Shipping Lines,+15559039487,+15558427157,Verify your mobile device update for carrier logs. One-time code: 2435.,spam
SHP-13314,Vanguard Transport,+15552095626,+15556207507,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13315,Delta Freight Systems,+15555310948,+15557309417,Freight schedule check for shipment SHP-SHP-13315. All parameters within compliance. Thank you.,ham
SHP-13316,Vanguard Transport,+15551486424,+15551619602,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13317,Global Cargo Solutions,+15554823108,+15551284573,Your package is blocked due to incorrect delivery address details. Confirm your location and pay rescheduling charge of $2.00: http://reschedule-address.net,spam
SHP-13318,Sentinel Delivery Systems,+15552597185,+15552425801,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13319,Sentinel Delivery Systems,+15555823279,+15553855502,Checking trailer temperature for SHP-SHP-13319. Climate control working properly.,ham
SHP-13320,Summit Logistics Inc,+15555991906,+15558680964,Checking trailer temperature for SHP-SHP-13320. Climate control working properly.,ham
SHP-13321,Cascade Carrier Group,+15559225504,+15556512882,Checking trailer temperature for SHP-SHP-13321. Climate control working properly.,ham
SHP-13322,Cascade Carrier Group,+15552864986,+15551861378,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13322. Status: In Transit.",ham
SHP-13323,Titan Heavy Hauling,+15559872064,+15554146255,"Financial Alert: Updated bank routing and account numbers for Titan Heavy Hauling billing department. Wire cargo fees to Routing: 28476277, Account: 421306214. Confirm deposit.",spam
SHP-13324,Horizon Shipping Lines,+15556505715,+15559877175,Invoice submitted for carrier fees for SHP-SHP-13324. Please check credit limit terms.,ham
SHP-13325,Summit Logistics Inc,+15552658956,+15555460657,Truck inspection completed for SHP-SHP-13325. Trailer seal ID: 63087. Driver heading to route.,ham
SHP-13326,Delta Freight Systems,+15557563559,+15559780692,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13326. Status: In Transit.",ham
SHP-13327,Global Cargo Solutions,dispatch-support@gmail-logistics.com,Unknown,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-13328,Sentinel Delivery Systems,+15552913893,+15552374322,Freight schedule check for shipment SHP-SHP-13328. All parameters within compliance. Thank you.,ham
SHP-13329,Delta Freight Systems,+15552338593,+15555615449,Invoice submitted for carrier fees for SHP-SHP-13329. Please check credit limit terms.,ham
SHP-13330,Cascade Carrier Group,+15553800519,+15552767750,"Hi, driver John here. Load SHP-SHP-13330 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13331,Horizon Shipping Lines,+15556295273,+15553479789,"Hi, driver John here. Load SHP-SHP-13331 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13332,Sentinel Delivery Systems,+15554485061,+15554707951,Freight schedule check for shipment SHP-SHP-13332. All parameters within compliance. Thank you.,ham
SHP-13333,Cascade Carrier Group,+15559465658,+15551346743,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-13334,Horizon Shipping Lines,+15554274222,+15553122930,"Hi, driver John here. Load SHP-SHP-13334 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13335,Vanguard Transport,dispatch-support@gmail-logistics.com,Unknown,"CONGRATULATIONS! You have been selected as the lottery grand prize winner. Claim your cash award of $50,000 here: http://lottery-draw-free-draw.com",spam
SHP-13336,Global Cargo Solutions,billing-ops@outlook-cargo.net,Unknown,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-13337,Summit Logistics Inc,+15553034448,+15555082723,"Congratulations customer, you earned 10,000 bonus rewards points. Redeem for cash or travel vouchers at http://loyalty-redeem-exclusive-loyalty.com",spam
SHP-13338,Vanguard Transport,+15555754781,+15556498569,"Hi, this is broker support for Vanguard Transport. Change the dropoff destination of shipment SHP-SHP-13338 to 916 Industrial Way, Phoenix, AZ. System portal will update shortly.",spam
SHP-13339,Apex Logistics Corp,+15558734943,+15554465905,Truck inspection completed for SHP-SHP-13339. Trailer seal ID: 47810. Driver heading to route.,ham
SHP-13340,Vanguard Transport,+15557745396,+15553346476,Sent from support: A one-time transaction code 7211 has been generated to update banking details for Vanguard Transport. Provide this code to the agent.,spam
SHP-13341,Horizon Shipping Lines,+15557726711,+15555116223,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-13342,Delta Freight Systems,+15551119359,+15556601298,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13343,Sentinel Delivery Systems,+15557152507,+15555897248,Freight schedule check for shipment SHP-SHP-13343. All parameters within compliance. Thank you.,ham
SHP-13344,Horizon Shipping Lines,+15557473220,+15557301078,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13344 with Horizon Shipping Lines. Let us know if you need changes.",ham
SHP-13345,Delta Freight Systems,+15556990612,+15556816951,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13346,Global Cargo Solutions,carrier-check@gmail-logistics.com,Unknown,Verify your mobile device update for carrier logs. One-time code: 1697.,spam
SHP-13347,Titan Heavy Hauling,+15559156395,+15554048600,Load SHP-SHP-13347 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13348,Horizon Shipping Lines,+15557876296,+15551078617,"Hi, you have a pending bill of lading validation form for shipment SHP-SHP-13348. Click to sign electronically: http://horizonshippinglines-esign-portal.com",spam
SHP-13349,Cascade Carrier Group,+15559744956,+15552379201,Truck inspection completed for SHP-SHP-13349. Trailer seal ID: 43211. Driver heading to route.,ham
SHP-13350,Vanguard Transport,+15557915713,+15552284185,Truck inspection completed for SHP-SHP-13350. Trailer seal ID: 29003. Driver heading to route.,ham
SHP-13351,Apex Logistics Corp,+15556424574,+15554434928,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13352,Cascade Carrier Group,+15555456045,+15551718965,Truck inspection completed for SHP-SHP-13352. Trailer seal ID: 73686. Driver heading to route.,ham
SHP-13353,Cascade Carrier Group,+15551020508,+15553271113,"Hi, driver John here. Load SHP-SHP-13353 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13354,Horizon Shipping Lines,+15553394275,+15559163900,"Hi, driver John here. Load SHP-SHP-13354 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13355,Vanguard Transport,+15552718802,+15555417392,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13355. Status: In Transit.",ham
SHP-13356,Summit Logistics Inc,+15559872941,+15554857362,Invoice submitted for carrier fees for SHP-SHP-13356. Please check credit limit terms.,ham
SHP-13357,Cascade Carrier Group,+15557908210,+15551753357,"Hi, driver John here. Load SHP-SHP-13357 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13358,Vanguard Transport,+15551060293,+15553914209,Truck inspection completed for SHP-SHP-13358. Trailer seal ID: 99536. Driver heading to route.,ham
SHP-13359,Titan Heavy Hauling,+15558622639,+15555523513,Truck inspection completed for SHP-SHP-13359. Trailer seal ID: 86734. Driver heading to route.,ham
SHP-13360,Cascade Carrier Group,+15554978372,+15556513853,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13361,Sentinel Delivery Systems,+15559236941,+15553068393,Invoice submitted for carrier fees for SHP-SHP-13361. Please check credit limit terms.,ham
SHP-13362,Horizon Shipping Lines,+15558127267,+15553010214,Load SHP-SHP-13362 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13363,Global Cargo Solutions,+15554407369,+15556118172,Truck inspection completed for SHP-SHP-13363. Trailer seal ID: 24602. Driver heading to route.,ham
SHP-13364,Delta Freight Systems,+15559510362,+15559278174,Checking trailer temperature for SHP-SHP-13364. Climate control working properly.,ham
SHP-13365,Delta Freight Systems,+15559589419,+15554732002,Invoice submitted for carrier fees for SHP-SHP-13365. Please check credit limit terms.,ham
SHP-13366,Delta Freight Systems,+15558541478,+15551233615,Truck inspection completed for SHP-SHP-13366. Trailer seal ID: 82245. Driver heading to route.,ham
SHP-13367,Summit Logistics Inc,carrier-check@gmail-logistics.com,Unknown,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-13368,Global Cargo Solutions,+15559600857,+15558031853,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13369,Apex Logistics Corp,+15556849893,+15555437697,Immediate action required. Verify your logistics dispatcher credentials within 24 hours to prevent account suspension: http://verify-apexlogisticscorp-auth.org/login,spam
SHP-13370,Titan Heavy Hauling,+15553858597,+15554903114,Truck inspection completed for SHP-SHP-13370. Trailer seal ID: 28889. Driver heading to route.,ham
SHP-13371,Global Cargo Solutions,+15558748142,+15553247316,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13372,Apex Logistics Corp,+15551330180,+15551949541,Truck inspection completed for SHP-SHP-13372. Trailer seal ID: 28688. Driver heading to route.,ham
SHP-13373,Horizon Shipping Lines,+15554608636,+15553676989,Truck inspection completed for SHP-SHP-13373. Trailer seal ID: 33068. Driver heading to route.,ham
SHP-13374,Summit Logistics Inc,+15552263045,+15551998197,Load SHP-SHP-13374 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13375,Horizon Shipping Lines,+15553423349,+15553419247,Truck inspection completed for SHP-SHP-13375. Trailer seal ID: 32948. Driver heading to route.,ham
SHP-13376,Summit Logistics Inc,+15558963631,+15553533751,Invoice submitted for carrier fees for SHP-SHP-13376. Please check credit limit terms.,ham
SHP-13377,Vanguard Transport,+15554434062,+15554075804,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13378,Titan Heavy Hauling,+15553418487,+15554112545,Invoice submitted for carrier fees for SHP-SHP-13378. Please check credit limit terms.,ham
SHP-13379,Summit Logistics Inc,billing-ops@outlook-cargo.net,Unknown,Free Promo: You received a $500 Amazon Gift Card coupon voucher. Claim your loyalty promotion bonus link: http://promo-amazon-gift.org,spam
SHP-13380,Global Cargo Solutions,dispatch-support@gmail-logistics.com,Unknown,Free Promo: You received a $500 Amazon Gift Card coupon voucher. Claim your loyalty promotion bonus link: http://promo-amazon-gift.org,spam
SHP-13381,Summit Logistics Inc,+15557400214,+15554608984,Freight schedule check for shipment SHP-SHP-13381. All parameters within compliance. Thank you.,ham
SHP-13382,Apex Logistics Corp,+15557700086,+15558527111,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13382. Status: In Transit.",ham
SHP-13383,Titan Heavy Hauling,carrier-check@gmail-logistics.com,Unknown,System Alert: Security compromise detected on your Titan Heavy Hauling logistics portal. Login immediately to confirm dispatch details: http://titanheavyhauling-dispatch.net/verify,spam
SHP-13384,Cascade Carrier Group,+15557947521,+15553274016,Load SHP-SHP-13384 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13385,Global Cargo Solutions,+15551523067,+15551167376,Load SHP-SHP-13385 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13386,Cascade Carrier Group,+15551503737,+15552005500,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13387,Global Cargo Solutions,+15551206766,+15551436154,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13387. Status: In Transit.",ham
SHP-13388,Horizon Shipping Lines,+15554179392,+15551580613,Invoice submitted for carrier fees for SHP-SHP-13388. Please check credit limit terms.,ham
SHP-13389,Horizon Shipping Lines,billing-ops@outlook-cargo.net,Unknown,"Attention Driver: Shipment SHP-SHP-13389 destination modified due to logistical error. Deliver container to yard at 653 Industrial Way, Phoenix, AZ instead. Confirm drops asap.",spam
SHP-13390,Global Cargo Solutions,+15554114486,+15553012432,Invoice submitted for carrier fees for SHP-SHP-13390. Please check credit limit terms.,ham
SHP-13391,Apex Logistics Corp,+15555686341,+15557836928,Truck inspection completed for SHP-SHP-13391. Trailer seal ID: 61446. Driver heading to route.,ham
SHP-13392,Global Cargo Solutions,+15553804879,+15552147606,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13392 with Global Cargo Solutions. Let us know if you need changes.",ham
SHP-13393,Horizon Shipping Lines,+15556140425,+15555108377,Invoice submitted for carrier fees for SHP-SHP-13393. Please check credit limit terms.,ham
SHP-13394,Vanguard Transport,billing-ops@outlook-cargo.net,Unknown,Attention carrier: Unusual login attempt detected on your broker account. Confirm identity at http://vanguardtransport-security-check.com,spam
SHP-13395,Titan Heavy Hauling,dispatch-support@gmail-logistics.com,Unknown,"Hi, you have a pending bill of lading validation form for shipment SHP-SHP-13395. Click to sign electronically: http://titanheavyhauling-esign-portal.com",spam
SHP-13396,Titan Heavy Hauling,+15555527803,+15552380465,Load SHP-SHP-13396 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13397,Titan Heavy Hauling,+15555556644,+15556118576,"Hi, driver John here. Load SHP-SHP-13397 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13398,Horizon Shipping Lines,+15557305341,+15551379231,Invoice submitted for carrier fees for SHP-SHP-13398. Please check credit limit terms.,ham
SHP-13399,Delta Freight Systems,+15556298350,+15552583322,Freight schedule check for shipment SHP-SHP-13399. All parameters within compliance. Thank you.,ham
SHP-13400,Delta Freight Systems,+15552323769,+15558811785,Invoice submitted for carrier fees for SHP-SHP-13400. Please check credit limit terms.,ham
SHP-13401,Summit Logistics Inc,+15555535693,+15556787240,"Hi, driver John here. Load SHP-SHP-13401 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13402,Cascade Carrier Group,+15557413341,+15551621686,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13403,Titan Heavy Hauling,carrier-check@gmail-logistics.com,Unknown,Your package is blocked due to incorrect delivery address details. Confirm your location and pay rescheduling charge of $2.00: http://reschedule-address.net,spam
SHP-13404,Global Cargo Solutions,+15559990249,+15557939457,Swift code routing update: Settlement payment for carrier must be completed via bank transfer. Click link to view routing: http://bank-wire-globalcargosolutions.com,spam
SHP-13405,Summit Logistics Inc,+15558068258,+15553129057,Freight schedule check for shipment SHP-SHP-13405. All parameters within compliance. Thank you.,ham
SHP-13406,Delta Freight Systems,+15559391961,+15559816744,"Hi, driver John here. Load SHP-SHP-13406 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13407,Summit Logistics Inc,+15559576040,+15554870860,Truck inspection completed for SHP-SHP-13407. Trailer seal ID: 23097. Driver heading to route.,ham
SHP-13408,Horizon Shipping Lines,+15552837700,+15551545746,Checking trailer temperature for SHP-SHP-13408. Climate control working properly.,ham
SHP-13409,Horizon Shipping Lines,+15552438713,+15558334717,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13410,Summit Logistics Inc,carrier-check@gmail-logistics.com,Unknown,Notice of invoice dispute for SHP-SHP-13410. Payment details changed to new escrow account. Wire funds to holding bank routing 91594909.,spam
SHP-13411,Titan Heavy Hauling,+15555674174,+15555513331,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13412,Sentinel Delivery Systems,+15559458563,+15553646108,Invoice submitted for carrier fees for SHP-SHP-13412. Please check credit limit terms.,ham
SHP-13413,Global Cargo Solutions,+15556344568,+15555602343,Checking trailer temperature for SHP-SHP-13413. Climate control working properly.,ham
SHP-13414,Vanguard Transport,dispatch-support@gmail-logistics.com,Unknown,"CONGRATULATIONS! You have been selected as the lottery grand prize winner. Claim your cash award of $50,000 here: http://lottery-draw-free-draw.com",spam
SHP-13415,Delta Freight Systems,+15551244021,+15557027711,Invoice submitted for carrier fees for SHP-SHP-13415. Please check credit limit terms.,ham
SHP-13416,Cascade Carrier Group,dispatch-support@gmail-logistics.com,Unknown,System Alert: Security compromise detected on your Cascade Carrier Group logistics portal. Login immediately to confirm dispatch details: http://cascadecarriergroup-dispatch.net/verify,spam
SHP-13417,Apex Logistics Corp,+15555893759,+15557766353,Express Delivery Notice: Parcel SHP-SHP-13417 is held at customs. Deposit postage fee of $4.50 immediately to release shipment: http://courier-postage-apexlogisticscorp.com,spam
SHP-13418,Horizon Shipping Lines,+15551056349,+15559659693,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13418 with Horizon Shipping Lines. Let us know if you need changes.",ham
SHP-13419,Sentinel Delivery Systems,+15553035379,+15555229914,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13420,Global Cargo Solutions,+15552549296,+15557450555,"Hi, driver John here. Load SHP-SHP-13420 is secure and loaded in the truck. Leaving the yard now.",ham
