shipment_id,sender,receiver,message_type,message_content,is_fraudulent,fraud_probability,created_at
SHP-1280,+15557021650,+15556594190,SMS,Security notice: Logistics portal compromised. Contact broker ONLY at +1 (555) 019-3829. Do not use main desk line.,1,0.82,2026-05-29 12:22:51
SHP-1281,info@unitedcargo.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.17,2026-05-21 23:22:51
SHP-1281,+15557544871,+15552791270,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.12,2026-05-21 23:22:51
SHP-1281,+15554178686,+15553347853,SMS,DriverJohn here. SHP SHP-1281 load completed. Departing origin now.,0,0.05,2026-05-21 23:22:51
SHP-1282,+15551940437,+15556665977,SMS,DriverJohn here. SHP SHP-1282 load completed. Departing origin now.,0,0.1,2026-05-27 07:22:51
SHP-1283,info@goldstarlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.23,2026-04-02 15:22:51
SHP-1283,info@goldstarlogistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.18,2026-04-02 15:22:51
SHP-1283,info@goldstarlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1283. Let us know if you need anything else.",0,0.04,2026-04-02 15:22:51
SHP-1284,info@blueskytransport.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.08,2026-04-06 17:22:51
SHP-1285,info@xpresslogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1285 in Chicago, IL. Estimated arrival in Phoenix, AZ remains unchanged.",0,0.04,2026-04-20 15:22:51
SHP-1286,+15552354300,+15551106528,SMS,DriverJohn here. SHP SHP-1286 load completed. Departing origin now.,0,0.04,2026-04-06 10:22:51
SHP-1287,info@cascadelogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.17,2026-04-28 06:22:51
SHP-1288,info@titanhaulers.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.19,2026-04-17 17:22:51
SHP-1288,info@titanhaulers.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1288 in Dallas, TX. Estimated arrival in New York, NY remains unchanged.",0,0.01,2026-04-17 17:22:51
SHP-1288,info@titanhaulers.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.17,2026-04-17 17:22:51
SHP-1289,info@pinnaclefreight.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.04,2026-04-26 00:22:51
SHP-1290,+15554821548,+15552645243,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.18,2026-05-16 20:22:51
SHP-1291,+15553288489,+15558679606,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.16,2026-04-11 20:22:51
SHP-1291,+15554392535,+15556635321,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.01,2026-04-11 20:22:51
SHP-1292,dispatch@fedex-billing-system.com,ops@controlcenter.com,Email,"Dear customer, system outage has affected our primary logistics email. Do not reply to standard office number. Confirm container drop details via this email.",1,0.95,2026-05-01 09:22:51
SHP-1292,dispatch@outlook-logistics.com,ops@controlcenter.com,Email,Notice of Carrier Change: Driver John is unavailable. Carrier has been switched to Priority Logistics. Please release the load to truck ID CAR-569.,1,0.7,2026-05-01 09:22:51
SHP-1292,+15555138170,+15555157921,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.11,2026-05-01 09:22:51
SHP-1293,+15552644153,+15558590706,SMS,Refueling. Trailer locks checked and secure.,0,0.06,2026-05-27 15:22:51
SHP-1293,info@horizonfreight.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.24,2026-05-27 15:22:51
SHP-1294,info@apexcarrier.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.05,2026-05-22 08:22:51
SHP-1294,+15558789590,+15551022878,SMS,DriverJohn here. SHP SHP-1294 load completed. Departing origin now.,0,0.1,2026-05-22 08:22:51
SHP-1295,+15551919587,+15559635845,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.22,2026-06-02 08:22:51
SHP-1295,info@westcoastfreight.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.09,2026-06-02 08:22:51
SHP-1295,info@westcoastfreight.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1295 in Los Angeles, CA. Estimated arrival in Detroit, MI remains unchanged.",0,0.09,2026-06-02 08:22:51
SHP-1296,+15555485520,+15559448435,SMS,Refueling. Trailer locks checked and secure.,0,0.07,2026-05-25 13:22:51
SHP-1296,info@unitedcargo.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1296 in Miami, FL. Estimated arrival in Denver, CO remains unchanged.",0,0.09,2026-05-25 13:22:51
SHP-1297,+15552464797,+15552345036,SMS,Refueling. Trailer locks checked and secure.,0,0.22,2026-05-21 09:22:51
SHP-1298,info@jupitershipping.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.09,2026-04-12 20:22:51
SHP-1298,+15551360413,+15555890840,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.02,2026-04-12 20:22:51
SHP-1299,info@horizonfreight.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1299 in San Francisco, CA. Estimated arrival in Boston, MA remains unchanged.",0,0.04,2026-05-05 05:22:51
SHP-1299,+15554804769,+15559124251,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.24,2026-05-05 05:22:51
SHP-1300,info@zephyrshipping.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.06,2026-04-14 12:22:51
SHP-1301,+15558523391,+15553727935,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.03,2026-03-29 11:22:51
SHP-1302,+15553467651,+15558417300,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.17,2026-06-02 06:22:51
SHP-1302,+15551672446,+15553339134,SMS,DriverJohn here. SHP SHP-1302 load completed. Departing origin now.,0,0.08,2026-06-02 06:22:51
SHP-1303,info@metrologistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1303. Let us know if you need anything else.",0,0.13,2026-04-18 08:22:51
SHP-1304,+15557201361,+15557477894,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.0,2026-04-01 11:22:51
SHP-1305,+15557949018,+15553341557,SMS,DriverJohn here. SHP SHP-1305 load completed. Departing origin now.,0,0.04,2026-05-17 04:22:51
SHP-1305,+15558962686,+15559813089,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.02,2026-05-17 04:22:51
SHP-1305,+15552483915,+15551111046,SMS,Refueling. Trailer locks checked and secure.,0,0.16,2026-05-17 04:22:51
SHP-1306,+15559289630,+15558775431,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.01,2026-06-03 05:22:51
SHP-1306,info@interstatecarriers.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.07,2026-06-03 05:22:51
SHP-1306,+15553083343,+15555826621,SMS,Refueling. Trailer locks checked and secure.,0,0.04,2026-06-03 05:22:51
SHP-1307,+15553006281,+15557261294,SMS,DriverJohn here. SHP SHP-1307 load completed. Departing origin now.,0,0.21,2026-05-10 08:22:51
SHP-1307,info@westcoastfreight.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.01,2026-05-10 08:22:51
SHP-1308,info@kryptonlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.05,2026-05-08 15:22:51
SHP-1308,info@kryptonlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1308. Let us know if you need anything else.",0,0.15,2026-05-08 15:22:51
SHP-1308,info@kryptonlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.08,2026-05-08 15:22:51
SHP-1309,+15559135255,+15557912120,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.23,2026-04-11 14:22:51
SHP-1309,info@kryptonlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1309. Let us know if you need anything else.",0,0.05,2026-04-11 14:22:51
SHP-1310,info@quantumlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1310. Let us know if you need anything else.",0,0.12,2026-04-08 03:22:51
SHP-1311,info@jupitershipping.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.08,2026-05-01 14:22:51
SHP-1312,info@goldstarlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.03,2026-05-18 15:22:51
SHP-1313,info@interstatecarriers.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1313 in New York, NY. Estimated arrival in Chicago, IL remains unchanged.",0,0.24,2026-04-18 19:22:51
SHP-1314,info@libertycargo.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.0,2026-03-26 06:22:51
SHP-1314,info@libertycargo.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.23,2026-03-26 06:22:51
SHP-1315,+15553073922,+15558816533,SMS,DriverJohn here. SHP SHP-1315 load completed. Departing origin now.,0,0.13,2026-05-17 20:22:51
SHP-1316,+15555875279,+15558180005,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.21,2026-05-22 09:22:51
SHP-1317,+15557721360,+15552706614,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.02,2026-05-20 06:22:51
SHP-1318,+15557785437,+15559129112,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.04,2026-06-07 08:22:51
SHP-1318,+15552812554,+15553050009,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.12,2026-06-07 08:22:51
SHP-1319,+15552616210,+15552283746,SMS,Refueling. Trailer locks checked and secure.,0,0.2,2026-03-27 19:22:51
SHP-1320,info@goldstarlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.11,2026-06-02 07:22:51
SHP-1320,+15558424860,+15558711752,SMS,DriverJohn here. SHP SHP-1320 load completed. Departing origin now.,0,0.01,2026-06-02 07:22:51
SHP-1321,+15558984462,+15553622462,SMS,DriverJohn here. SHP SHP-1321 load completed. Departing origin now.,0,0.1,2026-05-25 17:22:51
SHP-1321,+15557338393,+15556918393,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.08,2026-05-25 17:22:51
SHP-1321,info@redlinetransport.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.01,2026-05-25 17:22:51
SHP-1322,info@libertycargo.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1322 in Los Angeles, CA. Estimated arrival in Boston, MA remains unchanged.",0,0.15,2026-05-16 01:22:51
SHP-1323,+15551342293,+15558880256,SMS,DriverJohn here. SHP SHP-1323 load completed. Departing origin now.,0,0.25,2026-05-22 11:22:51
SHP-1323,+15557548160,+15556409332,SMS,DriverJohn here. SHP SHP-1323 load completed. Departing origin now.,0,0.2,2026-05-22 11:22:51
SHP-1324,info@deltafreight.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.16,2026-04-15 09:22:51
SHP-1324,info@deltafreight.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.05,2026-04-15 09:22:51
SHP-1325,+15556064152,+15559466446,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.11,2026-06-05 06:22:51
SHP-1326,+15554572755,+15558839914,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.23,2026-06-02 19:22:51
SHP-1327,+15552080914,+15554415137,SMS,Refueling. Trailer locks checked and secure.,0,0.07,2026-04-13 13:22:51
SHP-1327,+15553694157,+15555302460,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.1,2026-04-13 13:22:51
SHP-1328,+15553288926,+15551488919,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.2,2026-05-18 10:22:51
SHP-1329,+15552515088,+15557658793,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.06,2026-04-04 00:22:51
SHP-1329,info@interstatecarriers.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.17,2026-04-04 00:22:51
SHP-1330,info@summitlogistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.03,2026-05-04 00:22:51
SHP-1330,info@summitlogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1330 in San Francisco, CA. Estimated arrival in Detroit, MI remains unchanged.",0,0.11,2026-05-04 00:22:51
SHP-1331,info@interstatecarriers.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1331 in Los Angeles, CA. Estimated arrival in Miami, FL remains unchanged.",0,0.12,2026-06-02 03:22:51
SHP-1331,+15556170258,+15551353566,SMS,DriverJohn here. SHP SHP-1331 load completed. Departing origin now.,0,0.21,2026-06-02 03:22:51
SHP-1332,+15557517462,+15551131971,SMS,Refueling. Trailer locks checked and secure.,0,0.23,2026-05-10 11:22:51
SHP-1333,info@interstatecarriers.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.12,2026-06-13 00:22:51
SHP-1333,+15556582152,+15558086125,SMS,DriverJohn here. SHP SHP-1333 load completed. Departing origin now.,0,0.21,2026-06-13 00:22:51
SHP-1334,info@westcoastfreight.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.2,2026-05-05 04:22:51
SHP-1334,info@westcoastfreight.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1334. Let us know if you need anything else.",0,0.1,2026-05-05 04:22:51
SHP-1334,+15556263378,+15552379624,SMS,DriverJohn here. SHP SHP-1334 load completed. Departing origin now.,0,0.04,2026-05-05 04:22:51
SHP-1335,info@quantumlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.09,2026-04-26 19:22:51
SHP-1336,info@metrologistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1336. Let us know if you need anything else.",0,0.1,2026-04-05 04:22:51
SHP-1336,+15555364723,+15553504019,SMS,DriverJohn here. SHP SHP-1336 load completed. Departing origin now.,0,0.24,2026-04-05 04:22:51
SHP-1336,info@metrologistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.03,2026-04-05 04:22:51
SHP-1337,+15554466272,+15554616607,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.18,2026-04-27 23:22:51
SHP-1338,info@goldstarlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.03,2026-05-20 21:22:51
SHP-1339,info@kryptonlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.23,2026-04-02 17:22:51
SHP-1339,info@kryptonlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1339. Let us know if you need anything else.",0,0.06,2026-04-02 17:22:51
SHP-1340,info@titanhaulers.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1340. Let us know if you need anything else.",0,0.08,2026-04-15 06:22:51
SHP-1340,+15553378937,+15555368887,SMS,DriverJohn here. SHP SHP-1340 load completed. Departing origin now.,0,0.08,2026-04-15 06:22:51
SHP-1341,+15559242223,+15553537801,SMS,Refueling. Trailer locks checked and secure.,0,0.01,2026-04-27 06:22:51
SHP-1342,+15553483929,+15553074573,SMS,Security notice: Logistics portal compromised. Contact broker ONLY at +1 (555) 019-3829. Do not use main desk line.,1,0.73,2026-05-26 15:22:51
SHP-1342,+15559535203,+15555576682,SMS,Ops alert: GPS system updating. Turn off transponder for 2 hours to avoid sync error. Maintain driving speed.,1,0.87,2026-05-26 15:22:51
SHP-1342,dispatch@fedex-billing-system.com,ops@controlcenter.com,Email,"Important billing update for SHP-1342. Due to audit, we changed bank details. Wire payment to routing 021000021, account 992837262. Confirm transaction asap.",1,0.82,2026-05-26 15:22:51
SHP-1343,info@cascadelogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1343. Let us know if you need anything else.",0,0.02,2026-04-09 02:22:51
SHP-1343,+15558617787,+15555518413,SMS,DriverJohn here. SHP SHP-1343 load completed. Departing origin now.,0,0.08,2026-04-09 02:22:51
SHP-1344,+15552552748,+15557691735,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.04,2026-04-30 00:22:51
SHP-1344,+15552496331,+15551344134,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.04,2026-04-30 00:22:51
SHP-1344,+15555780430,+15553585950,SMS,DriverJohn here. SHP SHP-1344 load completed. Departing origin now.,0,0.07,2026-04-30 00:22:51
SHP-1345,+15558097946,+15552513679,SMS,Refueling. Trailer locks checked and secure.,0,0.2,2026-04-19 05:22:51
SHP-1345,info@northerntransport.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.16,2026-04-19 05:22:51
SHP-1346,+15556039762,+15553493203,SMS,Ops alert: GPS system updating. Turn off transponder for 2 hours to avoid sync error. Maintain driving speed.,1,0.9,2026-06-15 06:22:51
SHP-1346,+15559776028,+15558176148,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.14,2026-06-15 06:22:51
SHP-1347,info@redlinetransport.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1347. Let us know if you need anything else.",0,0.03,2026-06-04 22:22:51
SHP-1347,+15557592730,+15551759315,SMS,Driver: Reroute load SHP-1347 now. Destination changed. Go to loading dock 4 behind retail complex.,1,0.82,2026-06-04 22:22:51
SHP-1347,+15558548873,+15555447210,SMS,Security notice: Logistics portal compromised. Contact broker ONLY at +1 (555) 019-3829. Do not use main desk line.,1,0.98,2026-06-04 22:22:51
SHP-1348,+15559165848,+15556080140,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.17,2026-04-15 10:22:51
SHP-1348,+15552470273,+15553098653,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.0,2026-04-15 10:22:51
SHP-1348,info@frontierhauling.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.21,2026-04-15 10:22:51
SHP-1349,+15558077958,+15551366025,SMS,DriverJohn here. SHP SHP-1349 load completed. Departing origin now.,0,0.04,2026-04-17 16:22:51
SHP-1350,info@apexcarrier.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1350. Let us know if you need anything else.",0,0.16,2026-04-18 23:22:51
SHP-1350,+15557974052,+15559316519,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.01,2026-04-18 23:22:51
SHP-1351,info@metrologistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.16,2026-06-02 16:22:51
SHP-1351,+15558521651,+15558318725,SMS,DriverJohn here. SHP SHP-1351 load completed. Departing origin now.,0,0.04,2026-06-02 16:22:51
SHP-1352,+15557993768,+15557044085,SMS,Refueling. Trailer locks checked and secure.,0,0.2,2026-05-07 09:22:51
SHP-1352,info@xpresslogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.05,2026-05-07 09:22:51
SHP-1353,info@westcoastfreight.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1353. Let us know if you need anything else.",0,0.09,2026-05-17 05:22:51
SHP-1354,info@interstatecarriers.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.06,2026-04-08 09:22:51
SHP-1354,+15556959954,+15551783099,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.22,2026-04-08 09:22:51
SHP-1354,info@interstatecarriers.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1354. Let us know if you need anything else.",0,0.23,2026-04-08 09:22:51
SHP-1355,info@oceanicshipping.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1355 in Miami, FL. Estimated arrival in New York, NY remains unchanged.",0,0.18,2026-04-15 10:22:51
SHP-1355,+15552665880,+15553588652,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.08,2026-04-15 10:22:51
SHP-1356,+15557962689,+15557050592,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.04,2026-05-06 23:22:51
SHP-1356,+15553315160,+15558194453,SMS,Refueling. Trailer locks checked and secure.,0,0.23,2026-05-06 23:22:51
SHP-1357,+15553756910,+15558282524,SMS,DriverJohn here. SHP SHP-1357 load completed. Departing origin now.,0,0.1,2026-05-29 16:22:51
SHP-1357,info@oceanicshipping.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.23,2026-05-29 16:22:51
SHP-1358,+15559854875,+15553463932,SMS,Refueling. Trailer locks checked and secure.,0,0.11,2026-05-02 13:22:51
SHP-1359,info@goldstarlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.25,2026-03-29 07:22:51
SHP-1359,+15554585870,+15552557253,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.13,2026-03-29 07:22:51
SHP-1359,info@goldstarlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1359. Let us know if you need anything else.",0,0.01,2026-03-29 07:22:51
SHP-1360,info@redlinetransport.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.07,2026-05-10 22:22:51
SHP-1361,dispatch@fedex-billing-system.com,ops@controlcenter.com,Email,"Important billing update for SHP-1361. Due to audit, we changed bank details. Wire payment to routing 021000021, account 992837262. Confirm transaction asap.",1,0.94,2026-06-06 11:22:51
SHP-1361,+15558141928,+15557913101,SMS,Driver: Reroute load SHP-1361 now. Destination changed. Go to loading dock 4 behind retail complex.,1,0.73,2026-06-06 11:22:51
SHP-1361,+15558990200,+15554603484,SMS,Refueling. Trailer locks checked and secure.,0,0.02,2026-06-06 11:22:51
SHP-1362,info@vanguardlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.03,2026-05-18 04:22:51
SHP-1363,+15552851133,+15553027802,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.14,2026-04-14 07:22:51
SHP-1363,info@westcoastfreight.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.04,2026-04-14 07:22:51
SHP-1363,+15556115785,+15557282392,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.07,2026-04-14 07:22:51
SHP-1364,info@atlascargo.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1364. Let us know if you need anything else.",0,0.1,2026-05-25 14:22:51
SHP-1364,+15558589583,+15556667733,SMS,Refueling. Trailer locks checked and secure.,0,0.12,2026-05-25 14:22:51
SHP-1365,+15557496727,+15554906109,SMS,Refueling. Trailer locks checked and secure.,0,0.08,2026-05-20 18:22:51
SHP-1365,info@xpresslogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.18,2026-05-20 18:22:51
SHP-1365,info@xpresslogistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.18,2026-05-20 18:22:51
SHP-1366,info@summitlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1366. Let us know if you need anything else.",0,0.16,2026-06-05 15:22:51
SHP-1366,info@summitlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1366. Let us know if you need anything else.",0,0.07,2026-06-05 15:22:51
SHP-1366,info@summitlogistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.21,2026-06-05 15:22:51
SHP-1367,info@summitlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.08,2026-03-27 00:22:51
SHP-1367,+15552527147,+15552923417,SMS,DriverJohn here. SHP SHP-1367 load completed. Departing origin now.,0,0.14,2026-03-27 00:22:51
SHP-1368,info@jupitershipping.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1368 in New York, NY. Estimated arrival in Phoenix, AZ remains unchanged.",0,0.1,2026-04-01 09:22:51
SHP-1369,+15555517895,+15552017235,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.12,2026-06-09 08:22:51
SHP-1369,+15557836611,+15554921514,SMS,Driver: Reroute load SHP-1369 now. Destination changed. Go to loading dock 4 behind retail complex.,1,0.78,2026-06-09 08:22:51
SHP-1369,dispatch@fedex-billing-system.com,ops@controlcenter.com,Email,"Important billing update for SHP-1369. Due to audit, we changed bank details. Wire payment to routing 021000021, account 992837262. Confirm transaction asap.",1,0.79,2026-06-09 08:22:51
SHP-1370,info@northerntransport.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1370. Let us know if you need anything else.",0,0.2,2026-04-25 07:22:51
SHP-1370,+15553808198,+15551009108,SMS,DriverJohn here. SHP SHP-1370 load completed. Departing origin now.,0,0.23,2026-04-25 07:22:51
SHP-1371,+15555688532,+15558247127,SMS,Ops alert: GPS system updating. Turn off transponder for 2 hours to avoid sync error. Maintain driving speed.,1,0.88,2026-03-29 19:22:51
SHP-1372,info@kryptonlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1372. Let us know if you need anything else.",0,0.15,2026-05-06 20:22:51
SHP-1373,+15553070570,+15556922268,SMS,Refueling. Trailer locks checked and secure.,0,0.21,2026-05-31 16:22:51
SHP-1374,+15554213032,+15552509387,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.2,2026-04-22 13:22:51
SHP-1374,info@libertycargo.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.25,2026-04-22 13:22:51
SHP-1374,+15551617335,+15555710310,SMS,Refueling. Trailer locks checked and secure.,0,0.23,2026-04-22 13:22:51
SHP-1375,info@westcoastfreight.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1375. Let us know if you need anything else.",0,0.03,2026-05-26 19:22:51
SHP-1376,info@summitlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.16,2026-06-01 09:22:51
