label,text
ham,"The driver check-in is complete for SHP-11090, loading will begin in 30 minutes."
ham,"Hi Sarah, how are you? Are we still meeting for lunch today?"
ham,"Hi Jessica, how are you? Are we still meeting for lunch today?"
ham,"The driver check-in is complete for SHP-62413, loading will begin in 10 minutes."
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 150 customs fee immediately: http://held-package.net/pay-45832"
ham,"Hey Emma, did you finish the spreadsheet for the inventory logs?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 10:00 AM."
ham,Are you free this weekend Chris? Let me know.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 12:00 PM."
ham,"Hi John, how are you? Are we still meeting for lunch today?"
ham,Are you free this weekend John? Let me know.
ham,Are you free this weekend John? Let me know.
ham,"Hey Jessica, did you finish the spreadsheet for the inventory logs?"
spam,URGENT! You have won a 1-week free membership in our prize draw! Claim your reward now at http://win-now.com/draw/95519
spam,Important notification from bank: Your debit card ending in 6671 is temporarily blocked. Verify credentials at http://bank-card-unlock.org/verify-56567
ham,"Ok, sounds good. I will meet you at the terminal entrance at 3:00 AM."
ham,"Hi Alex, how are you? Are we still meeting for lunch today?"
ham,"Hi Emily, how are you? Are we still meeting for lunch today?"
spam,Enter verification code OTP 5319 to authenticate payment request of Rs. 950. Do not share code.
ham,"Hi Emma, how are you? Are we still meeting for lunch today?"
ham,"Hey Chris, did you finish the spreadsheet for the inventory logs?"
ham,Please confirm if the shipment package SHP-41772 has been received at the dispatch office.
ham,Are you free this weekend Chris? Let me know.
ham,"The driver check-in is complete for SHP-20945, loading will begin in 15 minutes."
ham,Are you free this weekend Jessica? Let me know.
ham,"Hey Jessica, did you finish the spreadsheet for the inventory logs?"
ham,Please confirm if the shipment package SHP-64067 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 4:30 AM."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 3:45 AM."
ham,Are you free this weekend John? Let me know.
ham,Are you free this weekend Jessica? Let me know.
ham,"Hey David, did you finish the spreadsheet for the inventory logs?"
ham,"The driver check-in is complete for SHP-56523, loading will begin in 45 minutes."
ham,"The driver check-in is complete for SHP-14942, loading will begin in 15 minutes."
ham,"The driver check-in is complete for SHP-32768, loading will begin in 15 minutes."
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 450 customs fee immediately: http://held-package.net/pay-48324"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 1:00 PM."
ham,"Hi Emily, how are you? Are we still meeting for lunch today?"
ham,"The driver check-in is complete for SHP-32255, loading will begin in 10 minutes."
ham,Please confirm if the shipment package SHP-52675 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 9:45 AM."
ham,"Hey Sarah, did you finish the spreadsheet for the inventory logs?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 6:15 PM."
spam,Claim your Rs. 150 free gift voucher card today. Click link: http://promo-reward.net/claim-64217
ham,Are you free this weekend Michael? Let me know.
ham,"The driver check-in is complete for SHP-82003, loading will begin in 45 minutes."
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 150 customs fee immediately: http://held-package.net/pay-22401"
ham,Are you free this weekend Emma? Let me know.
ham,"Hi Sarah, how are you? Are we still meeting for lunch today?"
ham,"Hey Emily, did you finish the spreadsheet for the inventory logs?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 5:00 PM."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 6:15 AM."
spam,Enter verification code OTP 7621 to authenticate payment request of Rs. 950. Do not share code.
ham,Please confirm if the shipment package SHP-80829 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 2:45 AM."
ham,"Hi Chris, how are you? Are we still meeting for lunch today?"
ham,"Hi Alex, how are you? Are we still meeting for lunch today?"
ham,Are you free this weekend Chris? Let me know.
ham,"Hey Michael, did you finish the spreadsheet for the inventory logs?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 6:30 PM."
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
ham,Are you free this weekend Alex? Let me know.
ham,Are you free this weekend John? Let me know.
ham,Please confirm if the shipment package SHP-75584 has been received at the dispatch office.
ham,Are you free this weekend John? Let me know.
ham,"Hey Alex, did you finish the spreadsheet for the inventory logs?"
ham,"Hey John, did you finish the spreadsheet for the inventory logs?"
ham,Please confirm if the shipment package SHP-28997 has been received at the dispatch office.
ham,"The driver check-in is complete for SHP-81090, loading will begin in 45 minutes."
ham,"Hi David, how are you? Are we still meeting for lunch today?"
ham,"Hey Sarah, did you finish the spreadsheet for the inventory logs?"
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,"Hi Karen, how are you? Are we still meeting for lunch today?"
ham,Are you free this weekend Karen? Let me know.
ham,Please confirm if the shipment package SHP-58609 has been received at the dispatch office.
ham,"The driver check-in is complete for SHP-94090, loading will begin in 45 minutes."
ham,"The driver check-in is complete for SHP-27162, loading will begin in 20 minutes."
ham,"Hi Chris, how are you? Are we still meeting for lunch today?"
ham,"Hey Chris, did you finish the spreadsheet for the inventory logs?"
ham,Are you free this weekend Emily? Let me know.
spam,"URGENT: Change your bank details to complete payment transaction routing 149690, account 74846361. Confirm deposit."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 12:15 AM."
ham,"The driver check-in is complete for SHP-46524, loading will begin in 10 minutes."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 6:00 AM."
ham,"Hey Sarah, did you finish the spreadsheet for the inventory logs?"
spam,Congratulations selected winner! Your mobile number won Rs. 950 cash sweepstakes. Claim ticket details here: http://sweepstakes-43453.net
ham,"Ok, sounds good. I will meet you at the terminal entrance at 1:00 PM."
ham,"The driver check-in is complete for SHP-17858, loading will begin in 15 minutes."
ham,"Hi Jessica, how are you? Are we still meeting for lunch today?"
ham,Please confirm if the shipment package SHP-27754 has been received at the dispatch office.
spam,URGENT! You have won a 1-week free membership in our prize draw! Claim your reward now at http://win-now.com/draw/68467
ham,"Ok, sounds good. I will meet you at the terminal entrance at 7:00 PM."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 3:15 AM."
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
ham,"Hi Jessica, how are you? Are we still meeting for lunch today?"
spam,URGENT! You have won a 1-week free membership in our prize draw! Claim your reward now at http://win-now.com/draw/22397
ham,"The driver check-in is complete for SHP-68298, loading will begin in 10 minutes."
ham,"The driver check-in is complete for SHP-32288, loading will begin in 10 minutes."
spam,Congratulations selected winner! Your mobile number won Rs. 1500 cash sweepstakes. Claim ticket details here: http://sweepstakes-89678.net
ham,Please confirm if the shipment package SHP-63419 has been received at the dispatch office.
ham,"The driver check-in is complete for SHP-94832, loading will begin in 10 minutes."
ham,Please confirm if the shipment package SHP-64351 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 11:45 PM."
ham,"Hi Chris, how are you? Are we still meeting for lunch today?"
ham,Please confirm if the shipment package SHP-25413 has been received at the dispatch office.
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
ham,"The driver check-in is complete for SHP-85840, loading will begin in 30 minutes."
ham,"Hi John, how are you? Are we still meeting for lunch today?"
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,Are you free this weekend John? Let me know.
ham,"Hi Jessica, how are you? Are we still meeting for lunch today?"
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 7:15 PM."
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 1500 customs fee immediately: http://held-package.net/pay-76005"
ham,"Hi Emily, how are you? Are we still meeting for lunch today?"
ham,"Hey Jessica, did you finish the spreadsheet for the inventory logs?"
ham,"The driver check-in is complete for SHP-72753, loading will begin in 45 minutes."
ham,"The driver check-in is complete for SHP-16938, loading will begin in 10 minutes."
ham,"Hi John, how are you? Are we still meeting for lunch today?"
spam,URGENT! You have won a 1-week free membership in our prize draw! Claim your reward now at http://win-now.com/draw/97967
spam,"URGENT: Change your bank details to complete payment transaction routing 998436, account 40248540. Confirm deposit."
ham,"Hi John, how are you? Are we still meeting for lunch today?"
spam,Enter verification code OTP 3259 to authenticate payment request of Rs. 150. Do not share code.
ham,"Hi Emma, how are you? Are we still meeting for lunch today?"
ham,"Hey Emily, did you finish the spreadsheet for the inventory logs?"
spam,Claim your Rs. 5000 free gift voucher card today. Click link: http://promo-reward.net/claim-93144
ham,"Ok, sounds good. I will meet you at the terminal entrance at 12:15 AM."
ham,"Hey Alex, did you finish the spreadsheet for the inventory logs?"
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
spam,"URGENT: Change your bank details to complete payment transaction routing 994862, account 94534796. Confirm deposit."
ham,Are you free this weekend Alex? Let me know.
ham,Are you free this weekend Karen? Let me know.
ham,Please confirm if the shipment package SHP-10198 has been received at the dispatch office.
ham,Are you free this weekend Emily? Let me know.
ham,Are you free this weekend Jessica? Let me know.
ham,"Hey John, did you finish the spreadsheet for the inventory logs?"
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 950 customs fee immediately: http://held-package.net/pay-20073"
ham,"Hi Jessica, how are you? Are we still meeting for lunch today?"
ham,"Hey Chris, did you finish the spreadsheet for the inventory logs?"
ham,"The driver check-in is complete for SHP-62120, loading will begin in 10 minutes."
ham,"Hi Karen, how are you? Are we still meeting for lunch today?"
spam,Congratulations selected winner! Your mobile number won Rs. 950 cash sweepstakes. Claim ticket details here: http://sweepstakes-78381.net
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
spam,"URGENT: Change your bank details to complete payment transaction routing 372906, account 34661948. Confirm deposit."
ham,"The driver check-in is complete for SHP-90528, loading will begin in 15 minutes."
ham,Please confirm if the shipment package SHP-40912 has been received at the dispatch office.
ham,Please confirm if the shipment package SHP-50891 has been received at the dispatch office.
ham,Please confirm if the shipment package SHP-86377 has been received at the dispatch office.
spam,Congratulations selected winner! Your mobile number won Rs. 150 cash sweepstakes. Claim ticket details here: http://sweepstakes-39114.net
ham,Are you free this weekend Chris? Let me know.
spam,Claim your Rs. 150 free gift voucher card today. Click link: http://promo-reward.net/claim-39367
ham,"Hey Jessica, did you finish the spreadsheet for the inventory logs?"
ham,"The driver check-in is complete for SHP-12399, loading will begin in 15 minutes."
ham,"The driver check-in is complete for SHP-68162, loading will begin in 15 minutes."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 8:30 AM."
spam,Enter verification code OTP 3220 to authenticate payment request of Rs. 1500. Do not share code.
ham,"The driver check-in is complete for SHP-51535, loading will begin in 15 minutes."
ham,Please confirm if the shipment package SHP-70937 has been received at the dispatch office.
ham,Are you free this weekend John? Let me know.
ham,"The driver check-in is complete for SHP-60969, loading will begin in 15 minutes."
ham,"Hi Sarah, how are you? Are we still meeting for lunch today?"
ham,"Hey Chris, did you finish the spreadsheet for the inventory logs?"
ham,"The driver check-in is complete for SHP-81130, loading will begin in 20 minutes."
ham,"The driver check-in is complete for SHP-52140, loading will begin in 45 minutes."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 8:15 AM."
ham,"Hi Emily, how are you? Are we still meeting for lunch today?"
ham,Please confirm if the shipment package SHP-22573 has been received at the dispatch office.
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
ham,"Hey Emily, did you finish the spreadsheet for the inventory logs?"
ham,"The driver check-in is complete for SHP-19122, loading will begin in 20 minutes."
ham,Please confirm if the shipment package SHP-31856 has been received at the dispatch office.
ham,Are you free this weekend Sarah? Let me know.
ham,"Hi Karen, how are you? Are we still meeting for lunch today?"
ham,"Hey John, did you finish the spreadsheet for the inventory logs?"
ham,"Hi Sarah, how are you? Are we still meeting for lunch today?"
ham,Please confirm if the shipment package SHP-36111 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 1:30 PM."
ham,"Hey John, did you finish the spreadsheet for the inventory logs?"
ham,Please confirm if the shipment package SHP-19253 has been received at the dispatch office.
ham,Please confirm if the shipment package SHP-21215 has been received at the dispatch office.
ham,"The driver check-in is complete for SHP-30438, loading will begin in 20 minutes."
ham,Please confirm if the shipment package SHP-20796 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 1:30 PM."
ham,Please confirm if the shipment package SHP-41726 has been received at the dispatch office.
ham,"The driver check-in is complete for SHP-56189, loading will begin in 20 minutes."
ham,Please confirm if the shipment package SHP-17180 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 10:30 PM."
ham,"Hi Emma, how are you? Are we still meeting for lunch today?"
spam,Claim your Rs. 150 free gift voucher card today. Click link: http://promo-reward.net/claim-81685
ham,"The driver check-in is complete for SHP-37077, loading will begin in 20 minutes."
ham,"The driver check-in is complete for SHP-39285, loading will begin in 15 minutes."
ham,"Hi John, how are you? Are we still meeting for lunch today?"
ham,"Hi Jessica, how are you? Are we still meeting for lunch today?"
ham,"The driver check-in is complete for SHP-89817, loading will begin in 20 minutes."
ham,"Hey Michael, did you finish the spreadsheet for the inventory logs?"
spam,Enter verification code OTP 3859 to authenticate payment request of Rs. 150. Do not share code.
ham,Are you free this weekend David? Let me know.
ham,Please confirm if the shipment package SHP-96887 has been received at the dispatch office.
ham,Please confirm if the shipment package SHP-52229 has been received at the dispatch office.
ham,Are you free this weekend Chris? Let me know.
ham,"The driver check-in is complete for SHP-19673, loading will begin in 10 minutes."
ham,Are you free this weekend John? Let me know.
ham,"Hi John, how are you? Are we still meeting for lunch today?"
ham,"Hi Jessica, how are you? Are we still meeting for lunch today?"
ham,Are you free this weekend Emily? Let me know.
ham,Please confirm if the shipment package SHP-50181 has been received at the dispatch office.
ham,"The driver check-in is complete for SHP-91723, loading will begin in 15 minutes."
ham,"The driver check-in is complete for SHP-50293, loading will begin in 15 minutes."
ham,"Hey Chris, did you finish the spreadsheet for the inventory logs?"
spam,URGENT! You have won a 1-week free membership in our prize draw! Claim your reward now at http://win-now.com/draw/35163
spam,Enter verification code OTP 3897 to authenticate payment request of Rs. 450. Do not share code.
spam,Enter verification code OTP 5326 to authenticate payment request of Rs. 150. Do not share code.
ham,"The driver check-in is complete for SHP-11955, loading will begin in 30 minutes."
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 150 customs fee immediately: http://held-package.net/pay-49819"
ham,Please confirm if the shipment package SHP-95742 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 4:15 PM."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 11:45 AM."
ham,"Hey Michael, did you finish the spreadsheet for the inventory logs?"
ham,Please confirm if the shipment package SHP-13427 has been received at the dispatch office.
ham,"Hi Chris, how are you? Are we still meeting for lunch today?"
ham,"The driver check-in is complete for SHP-98434, loading will begin in 20 minutes."
spam,Enter verification code OTP 6861 to authenticate payment request of Rs. 950. Do not share code.
ham,"Hey Michael, did you finish the spreadsheet for the inventory logs?"
ham,"Hi Chris, how are you? Are we still meeting for lunch today?"
ham,"The driver check-in is complete for SHP-20501, loading will begin in 45 minutes."
ham,"The driver check-in is complete for SHP-69841, loading will begin in 45 minutes."
ham,Are you free this weekend Chris? Let me know.
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
ham,Are you free this weekend Jessica? Let me know.
ham,"The driver check-in is complete for SHP-38267, loading will begin in 15 minutes."
ham,"Hi Chris, how are you? Are we still meeting for lunch today?"
ham,Please confirm if the shipment package SHP-52563 has been received at the dispatch office.
ham,"Hi Karen, how are you? Are we still meeting for lunch today?"
spam,Claim your Rs. 950 free gift voucher card today. Click link: http://promo-reward.net/claim-58709
ham,Please confirm if the shipment package SHP-93045 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 3:45 PM."
ham,Please confirm if the shipment package SHP-39372 has been received at the dispatch office.
ham,"Hey John, did you finish the spreadsheet for the inventory logs?"
ham,"The driver check-in is complete for SHP-30461, loading will begin in 30 minutes."
ham,Are you free this weekend Sarah? Let me know.
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 450 customs fee immediately: http://held-package.net/pay-72121"
ham,"The driver check-in is complete for SHP-91671, loading will begin in 30 minutes."
ham,"Hi Emily, how are you? Are we still meeting for lunch today?"
spam,Congratulations selected winner! Your mobile number won Rs. 450 cash sweepstakes. Claim ticket details here: http://sweepstakes-80099.net
ham,Are you free this weekend David? Let me know.
ham,"The driver check-in is complete for SHP-48095, loading will begin in 15 minutes."
ham,"The driver check-in is complete for SHP-26286, loading will begin in 45 minutes."
ham,"Hi Karen, how are you? Are we still meeting for lunch today?"
ham,"Hey David, did you finish the spreadsheet for the inventory logs?"
ham,Are you free this weekend Sarah? Let me know.
ham,Are you free this weekend John? Let me know.
ham,Are you free this weekend Emily? Let me know.
spam,"URGENT: Change your bank details to complete payment transaction routing 623845, account 42476289. Confirm deposit."
ham,Are you free this weekend John? Let me know.
ham,Are you free this weekend Alex? Let me know.
ham,"The driver check-in is complete for SHP-74245, loading will begin in 20 minutes."
spam,Claim your Rs. 950 free gift voucher card today. Click link: http://promo-reward.net/claim-60427
ham,"Hey Chris, did you finish the spreadsheet for the inventory logs?"
ham,"Hi David, how are you? Are we still meeting for lunch today?"
ham,"The driver check-in is complete for SHP-64640, loading will begin in 20 minutes."
ham,Are you free this weekend Michael? Let me know.
ham,Please confirm if the shipment package SHP-33927 has been received at the dispatch office.
spam,Claim your Rs. 5000 free gift voucher card today. Click link: http://promo-reward.net/claim-80631
ham,Are you free this weekend Emily? Let me know.
ham,Are you free this weekend Sarah? Let me know.
ham,"Hey Chris, did you finish the spreadsheet for the inventory logs?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 6:15 PM."
ham,Please confirm if the shipment package SHP-72403 has been received at the dispatch office.
ham,Are you free this weekend Sarah? Let me know.
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 950 customs fee immediately: http://held-package.net/pay-45815"
spam,"URGENT: Change your bank details to complete payment transaction routing 171919, account 60397533. Confirm deposit."
ham,Are you free this weekend Jessica? Let me know.
spam,URGENT! You have won a 1-week free membership in our prize draw! Claim your reward now at http://win-now.com/draw/24805
ham,"The driver check-in is complete for SHP-35451, loading will begin in 15 minutes."
ham,Please confirm if the shipment package SHP-99339 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 4:30 PM."
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 7:00 PM."
ham,"Hi John, how are you? Are we still meeting for lunch today?"
ham,Please confirm if the shipment package SHP-42013 has been received at the dispatch office.
ham,Are you free this weekend Michael? Let me know.
ham,Please confirm if the shipment package SHP-70898 has been received at the dispatch office.
ham,Are you free this weekend Alex? Let me know.
ham,"Hi David, how are you? Are we still meeting for lunch today?"
spam,Claim your Rs. 1500 free gift voucher card today. Click link: http://promo-reward.net/claim-88842
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 450 customs fee immediately: http://held-package.net/pay-54182"
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,"Hi Chris, how are you? Are we still meeting for lunch today?"
ham,Please confirm if the shipment package SHP-24745 has been received at the dispatch office.
ham,Please confirm if the shipment package SHP-83668 has been received at the dispatch office.
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
ham,"Hi Sarah, how are you? Are we still meeting for lunch today?"
ham,"Hey Jessica, did you finish the spreadsheet for the inventory logs?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 4:45 PM."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 5:45 AM."
ham,"The driver check-in is complete for SHP-33613, loading will begin in 10 minutes."
ham,"The driver check-in is complete for SHP-34473, loading will begin in 20 minutes."
ham,Please confirm if the shipment package SHP-17637 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 8:15 PM."
spam,"URGENT: Change your bank details to complete payment transaction routing 765195, account 73242451. Confirm deposit."
ham,Are you free this weekend Chris? Let me know.
ham,Please confirm if the shipment package SHP-43210 has been received at the dispatch office.
ham,Are you free this weekend Emma? Let me know.
spam,Important notification from bank: Your debit card ending in 8262 is temporarily blocked. Verify credentials at http://bank-card-unlock.org/verify-11938
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
spam,"URGENT: Change your bank details to complete payment transaction routing 964545, account 39008103. Confirm deposit."
ham,"Hey Sarah, did you finish the spreadsheet for the inventory logs?"
spam,Claim your Rs. 5000 free gift voucher card today. Click link: http://promo-reward.net/claim-54647
ham,Are you free this weekend Jessica? Let me know.
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 450 customs fee immediately: http://held-package.net/pay-44457"
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 2:15 PM."
ham,Please confirm if the shipment package SHP-93087 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 9:00 AM."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 7:00 AM."
spam,"URGENT: Change your bank details to complete payment transaction routing 904796, account 38802288. Confirm deposit."
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 8:30 AM."
ham,Are you free this weekend Jessica? Let me know.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 5:00 AM."
ham,"The driver check-in is complete for SHP-37398, loading will begin in 10 minutes."
spam,"URGENT: Change your bank details to complete payment transaction routing 833821, account 10572192. Confirm deposit."
ham,Please confirm if the shipment package SHP-81927 has been received at the dispatch office.
ham,"Hi Sarah, how are you? Are we still meeting for lunch today?"
ham,Are you free this weekend Emily? Let me know.
spam,Enter verification code OTP 4817 to authenticate payment request of Rs. 5000. Do not share code.
ham,"The driver check-in is complete for SHP-38900, loading will begin in 10 minutes."
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,Please confirm if the shipment package SHP-26949 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 6:45 AM."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 8:30 PM."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 2:30 PM."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 12:45 PM."
ham,"The driver check-in is complete for SHP-71773, loading will begin in 45 minutes."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 4:45 AM."
ham,"The driver check-in is complete for SHP-34271, loading will begin in 10 minutes."
spam,Important notification from bank: Your debit card ending in 3677 is temporarily blocked. Verify credentials at http://bank-card-unlock.org/verify-51475
ham,"Hi Sarah, how are you? Are we still meeting for lunch today?"
ham,"The driver check-in is complete for SHP-78628, loading will begin in 30 minutes."
ham,"Hey David, did you finish the spreadsheet for the inventory logs?"
ham,"The driver check-in is complete for SHP-46541, loading will begin in 10 minutes."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 6:00 AM."
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
ham,"The driver check-in is complete for SHP-42063, loading will begin in 45 minutes."
ham,"Hi David, how are you? Are we still meeting for lunch today?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 7:15 PM."
ham,"Hi Sarah, how are you? Are we still meeting for lunch today?"
ham,"Hi Emma, how are you? Are we still meeting for lunch today?"
ham,"Hi Sarah, how are you? Are we still meeting for lunch today?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 4:00 PM."
ham,"Hey Chris, did you finish the spreadsheet for the inventory logs?"
ham,Are you free this weekend Emily? Let me know.
ham,Are you free this weekend Sarah? Let me know.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 11:45 AM."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 1:15 PM."
ham,"Hi John, how are you? Are we still meeting for lunch today?"
spam,"URGENT: Change your bank details to complete payment transaction routing 483591, account 18669829. Confirm deposit."
ham,Are you free this weekend Karen? Let me know.
spam,Important notification from bank: Your debit card ending in 7282 is temporarily blocked. Verify credentials at http://bank-card-unlock.org/verify-36630
ham,Please confirm if the shipment package SHP-19483 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 3:30 AM."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 4:30 AM."
ham,Please confirm if the shipment package SHP-87788 has been received at the dispatch office.
ham,"The driver check-in is complete for SHP-90205, loading will begin in 20 minutes."
spam,Claim your Rs. 1500 free gift voucher card today. Click link: http://promo-reward.net/claim-63291
spam,Claim your Rs. 450 free gift voucher card today. Click link: http://promo-reward.net/claim-22323
ham,"The driver check-in is complete for SHP-80300, loading will begin in 20 minutes."
ham,Please confirm if the shipment package SHP-94538 has been received at the dispatch office.
ham,"Hey Chris, did you finish the spreadsheet for the inventory logs?"
ham,Please confirm if the shipment package SHP-10481 has been received at the dispatch office.
ham,"The driver check-in is complete for SHP-66654, loading will begin in 20 minutes."
ham,"The driver check-in is complete for SHP-97753, loading will begin in 15 minutes."
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,"The driver check-in is complete for SHP-75538, loading will begin in 20 minutes."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 8:15 AM."
ham,Please confirm if the shipment package SHP-57206 has been received at the dispatch office.
ham,"The driver check-in is complete for SHP-79477, loading will begin in 10 minutes."
ham,"Hi Sarah, how are you? Are we still meeting for lunch today?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 6:45 AM."
ham,Please confirm if the shipment package SHP-10540 has been received at the dispatch office.
ham,"The driver check-in is complete for SHP-78475, loading will begin in 45 minutes."
ham,"Hey Sarah, did you finish the spreadsheet for the inventory logs?"
ham,"Hi Emma, how are you? Are we still meeting for lunch today?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 3:15 AM."
spam,Enter verification code OTP 7444 to authenticate payment request of Rs. 5000. Do not share code.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 1:00 AM."
ham,"The driver check-in is complete for SHP-20305, loading will begin in 45 minutes."
ham,Please confirm if the shipment package SHP-67466 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 3:15 PM."
ham,Are you free this weekend Sarah? Let me know.
ham,"Hey John, did you finish the spreadsheet for the inventory logs?"
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 950 customs fee immediately: http://held-package.net/pay-37836"
ham,Are you free this weekend Emma? Let me know.
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 1500 customs fee immediately: http://held-package.net/pay-24463"
ham,Please confirm if the shipment package SHP-44174 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 10:30 AM."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 7:00 AM."
ham,"Hi Emily, how are you? Are we still meeting for lunch today?"
ham,Please confirm if the shipment package SHP-88311 has been received at the dispatch office.
ham,"Hey Jessica, did you finish the spreadsheet for the inventory logs?"
ham,Please confirm if the shipment package SHP-57498 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 7:45 AM."
spam,"URGENT: Change your bank details to complete payment transaction routing 761770, account 10581269. Confirm deposit."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 11:15 AM."
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
ham,Please confirm if the shipment package SHP-72334 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 7:15 AM."
ham,Are you free this weekend Alex? Let me know.
ham,"The driver check-in is complete for SHP-88287, loading will begin in 45 minutes."
ham,"Hi Karen, how are you? Are we still meeting for lunch today?"
ham,Please confirm if the shipment package SHP-92263 has been received at the dispatch office.
ham,"The driver check-in is complete for SHP-54748, loading will begin in 45 minutes."
